127.0.0.1 - - [11/Mar/2024:09:55:46 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:04 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:04 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A001 HTTP/1.1" 200 1602
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:09 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateAction.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:44 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4700
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:24:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3617
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:24:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 200 21430
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 200 11718
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 200 283945
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 200 19770
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 200 16614
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:30 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:30 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:33 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:34 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:34 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:42 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3937
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:42 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:44 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A001 HTTP/1.1" 200 3456
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:42:59 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateAction.jsp HTTP/1.1" 200 313
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:00 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3719
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:00 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:01 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A001 HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:03 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateAction.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:04 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:04 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:43:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:44:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:44:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:44:15 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3937
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:44:25 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 127
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:44:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4002
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:44:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:29 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3937
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:30 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4002
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:33 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3937
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:42 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 127
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:46:43 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4002
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
